"","X","game_id","time","human_id","ai_id","prolific_id","condition","difficulty","confidence","comments","game","round","human_action","human_rt","ai_action","ai_rt","winner","round_condition","stage","score","stage.f","game.f","interaction_lvl","opp_type","condition.f","adj_score"
"5154",5334,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",4,"grass",2115,"grass",1103.363654,"tie","Level2",4,0,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",0
"5155",5335,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",5,"grass",5847,"water",1822.953922,"human","Level2",4,1,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",1
"5156",5336,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",6,"water",4529,"fire",1732.827228,"human","Level2",4,1,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",1
"5157",5337,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",7,"grass",17564,"grass",1952.69733,"tie","Level2",4,0,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",0
"5158",5338,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",8,"grass",2416,"water",793.2754038,"human","Level2",4,1,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",1
"5159",5339,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",9,"water",369,"fire",1312.542547,"human","Level2",4,1,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",1
"5160",5340,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","fwg",10,"fire",10735,"grass",1940.545416,"human","Level2",4,1,"Stage 4","FWG","second interaction","Level_2","lvl_1 first",1
"5161",5341,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",1,"center",9291,"right",1854.114035,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5162",5342,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",2,"right",983,"center",854.1723044,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5163",5343,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",3,"center",727,"right",545.932162,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5164",5344,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",4,"left",1206,"center",1955.255111,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5165",5345,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",5,"right",363,"left",1159.063691,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5166",5346,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",6,"left",508,"right",1962.76561,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5167",5347,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",7,"right",178,"left",1899.031009,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5168",5348,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",8,"left",416,"right",1238.854035,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5169",5349,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",9,"right",649,"center",1042.840259,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5170",5350,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",10,"center",929,"right",1978.616926,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5171",5351,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",11,"right",332,"center",723.5983245,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5172",5352,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",12,"center",569,"right",974.3661022,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5173",5353,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",13,"right",1061,"center",1108.963924,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5174",5354,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",14,"left",853,"right",1593.562989,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5175",5355,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",15,"right",402,"left",701.3518594,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5176",5356,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",16,"center",9335,"right",1484.345307,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5177",5357,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",17,"left",6960,"center",977.8809591,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5178",5358,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",18,"center",554,"left",902.0566216,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5179",5359,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",19,"right",406,"center",1729.847699,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5180",5360,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",20,"left",7957,"right",620.4214624,"human","Level1",1,1,"Stage 1","SHOOT","first interaction","Level_1","lvl_1 first",0.67
"5181",5361,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",1,"left",5048,"center",1224.949623,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5182",5362,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",2,"center",308,"right",1588.071603,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5183",5363,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",3,"right",2992,"left",503.6916531,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5184",5364,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",4,"right",1461,"right",646.1299501,"AI","Level2",2,-1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",-1
"5185",5365,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",5,"left",452,"center",1988.148541,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5186",5366,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",6,"left",4245,"left",666.8902619,"AI","Level2",2,-1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",-1
"5187",5367,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",7,"center",4663,"center",1659.342624,"AI","Level2",2,-1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",-1
"5188",5368,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",8,"left",305,"left",1601.253547,"AI","Level2",2,-1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",-1
"5189",5369,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",9,"left",4217,"right",1546.114157,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5190",5370,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",10,"right",273,"left",1580.233445,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5191",5371,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",11,"right",247,"center",1102.206119,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5192",5372,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",12,"center",614,"right",846.3914218,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5193",5373,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",13,"left",164,"center",1021.983917,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5194",5374,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",14,"center",677,"right",1842.860555,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5195",5375,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",15,"right",73,"left",1363.523743,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5196",5376,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",16,"left",4946,"right",1988.304734,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5197",5377,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",17,"center",460,"left",808.447783,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5198",5378,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",18,"right",1729,"center",1180.058409,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5199",5379,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",19,"center",10874,"left",1847.665991,"human","Level2",2,1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",0.67
"5200",5380,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",20,"right",5201,"right",885.9012911,"AI","Level2",2,-1,"Stage 2","SHOOT","first interaction","Level_2","lvl_1 first",-1
"5201",5381,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",1,"right",4639,"right",1498.885898,"AI","Level1",3,-1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",-1
"5202",5382,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",2,"center",3031,"right",1278.250346,"human","Level1",3,1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",0.67
"5203",5383,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",3,"left",2169,"center",559.5958618,"human","Level1",3,1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",0.67
"5204",5384,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",4,"right",2578,"left",839.7398018,"human","Level1",3,1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",0.67
"5205",5385,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",5,"center",1557,"right",935.5341068,"human","Level1",3,1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",0.67
"5206",5386,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",6,"left",324,"center",1698.948458,"human","Level1",3,1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",0.67
"5207",5387,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",7,"right",13017,"left",1117.870582,"human","Level1",3,1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",0.67
"5208",5388,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",8,"center",775,"right",655.3986485,"human","Level1",3,1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",0.67
"5209",5389,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",9,"right",1260,"center",1469.096788,"human","Level1",3,1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",0.67
"5210",5390,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",10,"left",516,"right",1918.891887,"human","Level1",3,1,"Stage 3","SHOOT","second interaction","Level_1","lvl_1 first",0.67
"5211",5391,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",1,"right",30164,"right",1713.869163,"AI","Level2",4,-1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",-1
"5212",5392,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",2,"right",181,"center",692.9931688,"human","Level2",4,1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",0.67
"5213",5393,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",3,"center",1001,"right",626.0347882,"human","Level2",4,1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",0.67
"5214",5394,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",4,"right",2661,"left",1136.826248,"human","Level2",4,1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",0.67
"5215",5395,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",5,"left",286,"center",1094.499099,"human","Level2",4,1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",0.67
"5216",5396,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",6,"center",9040,"left",683.0793025,"human","Level2",4,1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",0.67
"5217",5397,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",7,"left",162,"right",1294.469421,"human","Level2",4,1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",0.67
"5218",5398,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",8,"right",4576,"left",862.7356481,"human","Level2",4,1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",0.67
"5219",5399,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",9,"left",282,"center",1295.428059,"human","Level2",4,1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",0.67
"5220",5400,"9cee1e5c-e031-4583-afcb-1205215672df",NA,"Bfty2Volxvh7TZuAAAAn","di3Si7e3GMcCJ5f5AAAo","5ce1099a025b0b001ae923bb","Level1",12,100,"","shootout",10,"center",319,"right",618.6777502,"human","Level2",4,1,"Stage 4","SHOOT","second interaction","Level_2","lvl_1 first",0.67
"5221",5401,"a375634e-6814-4cb9-8960-2d6355066082",NA,"LrE6ZszEnyovbhwZAAD1","FK0Fg54DcTzgDFZQAAD2","5c4c57609446be00017e6746","Level1",89,88,"I believe the opponent followed the same pattern of actions all or nearly all of the time.  Therefore, I needed to follow the my same pattern of actions to beat my opponent and not change my strategy","rps",1,"scissors",13940,"rock",1676.76246,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"5222",5402,"a375634e-6814-4cb9-8960-2d6355066082",NA,"LrE6ZszEnyovbhwZAAD1","FK0Fg54DcTzgDFZQAAD2","5c4c57609446be00017e6746","Level1",89,88,"I believe the opponent followed the same pattern of actions all or nearly all of the time.  Therefore, I needed to follow the my same pattern of actions to beat my opponent and not change my strategy","rps",2,"scissors",3072,"rock",1802.130323,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"5223",5403,"a375634e-6814-4cb9-8960-2d6355066082",NA,"LrE6ZszEnyovbhwZAAD1","FK0Fg54DcTzgDFZQAAD2","5c4c57609446be00017e6746","Level1",89,88,"I believe the opponent followed the same pattern of actions all or nearly all of the time.  Therefore, I needed to follow the my same pattern of actions to beat my opponent and not change my strategy","rps",3,"scissors",650,"rock",834.8616781,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"5224",5404,"a375634e-6814-4cb9-8960-2d6355066082",NA,"LrE6ZszEnyovbhwZAAD1","FK0Fg54DcTzgDFZQAAD2","5c4c57609446be00017e6746","Level1",89,88,"I believe the opponent followed the same pattern of actions all or nearly all of the time.  Therefore, I needed to follow the my same pattern of actions to beat my opponent and not change my strategy","rps",4,"scissors",5170,"rock",932.4462937,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"5225",5405,"a375634e-6814-4cb9-8960-2d6355066082",NA,"LrE6ZszEnyovbhwZAAD1","FK0Fg54DcTzgDFZQAAD2","5c4c57609446be00017e6746","Level1",89,88,"I believe the opponent followed the same pattern of actions all or nearly all of the time.  Therefore, I needed to follow the my same pattern of actions to beat my opponent and not change my strategy","rps",5,"paper",2691,"rock",1268.136085,"human","Level1",1,1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",1
"5226",5406,"a375634e-6814-4cb9-8960-2d6355066082",NA,"LrE6ZszEnyovbhwZAAD1","FK0Fg54DcTzgDFZQAAD2","5c4c57609446be00017e6746","Level1",89,88,"I believe the opponent followed the same pattern of actions all or nearly all of the time.  Therefore, I needed to follow the my same pattern of actions to beat my opponent and not change my strategy","rps",6,"paper",1702,"scissors",795.8537743,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"5227",5407,"a375634e-6814-4cb9-8960-2d6355066082",NA,"LrE6ZszEnyovbhwZAAD1","FK0Fg54DcTzgDFZQAAD2","5c4c57609446be00017e6746","Level1",89,88,"I believe the opponent followed the same pattern of actions all or nearly all of the time.  Therefore, I needed to follow the my same pattern of actions to beat my opponent and not change my strategy","rps",7,"scissors",2933,"scissors",870.8895335,"tie","Level1",1,0,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",0
"5228",5408,"a375634e-6814-4cb9-8960-2d6355066082",NA,"LrE6ZszEnyovbhwZAAD1","FK0Fg54DcTzgDFZQAAD2","5c4c57609446be00017e6746","Level1",89,88,"I believe the opponent followed the same pattern of actions all or nearly all of the time.  Therefore, I needed to follow the my same pattern of actions to beat my opponent and not change my strategy","rps",8,"paper",806,"scissors",1559.488885,"AI","Level1",1,-1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",-1
"5229",5409,"a375634e-6814-4cb9-8960-2d6355066082",NA,"LrE6ZszEnyovbhwZAAD1","FK0Fg54DcTzgDFZQAAD2","5c4c57609446be00017e6746","Level1",89,88,"I believe the opponent followed the same pattern of actions all or nearly all of the time.  Therefore, I needed to follow the my same pattern of actions to beat my opponent and not change my strategy","rps",9,"rock",2053,"scissors",1885.330965,"human","Level1",1,1,"Stage 1","RPS","first interaction","Level_1","lvl_1 first",1
